@relation 'generators.SEAGenerator '

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
5.729698,5.048158,1.975025,groupB
1.213099,3.055911,9.904944,groupA
3.382783,4.85843,0.080501,groupB
1.221897,0.30244,4.290805,groupA
1.754414,2.454007,6.921118,groupA
2.90764,5.826525,0.218149,groupB
9.387915,3.580378,1.227049,groupB
4.383982,8.899631,5.988473,groupB
6.949891,1.972785,4.022355,groupB
8.139868,5.9486,4.449194,groupB
1.615279,5.037971,0.361592,groupB
2.284491,0.816005,4.79445,groupB
0.589346,6.398477,2.719231,groupA
8.512624,5.594652,5.563348,groupA
2.687877,8.769148,6.315652,groupB
5.556733,6.16284,4.379,groupB
0.517353,9.00348,4.483478,groupB
0.490176,3.260421,7.266446,groupA
6.701884,1.225382,9.59658,groupA
4.046944,1.101715,9.558826,groupA
3.976526,2.137671,5.599131,groupA
7.252815,8.700983,5.107128,groupA
0.598556,9.113114,4.04634,groupB
0.539961,7.796685,7.54997,groupB
6.9551,8.699604,6.358671,groupB
3.629822,5.170598,2.954908,groupB
6.080709,1.205546,6.696104,groupA
4.387277,0.158471,8.355283,groupA
3.52414,5.676982,2.07071,groupB
3.769585,4.596191,3.536261,groupA
8.661702,0.463863,1.94542,groupB
3.041234,0.36764,9.613468,groupA
8.472319,0.36824,1.399185,groupB
4.376139,0.721735,2.396647,groupA
8.66045,9.513828,2.465355,groupB
4.992285,0.547669,9.29889,groupA
8.338354,6.064538,3.909773,groupB
9.433202,4.838526,9.159944,groupB
7.569156,6.613193,7.865628,groupA
8.943625,7.912334,5.97972,groupB
6.485221,3.768748,8.367436,groupB
6.843921,0.34901,1.178401,groupA
7.191904,3.141502,5.178348,groupA
3.59237,2.354357,8.426406,groupA
6.423705,8.050697,1.358334,groupB
7.175055,4.078172,5.350165,groupB
4.971413,4.738963,3.816197,groupB
1.066383,7.236359,7.816314,groupB
6.411962,8.200584,7.717537,groupB
8.38971,0.518596,9.115529,groupB
7.896378,6.876682,4.800232,groupB
6.931556,6.397728,8.801088,groupA
5.137799,4.478211,8.517181,groupB
4.108494,7.739306,1.359003,groupB
6.939783,7.686637,6.880133,groupB
6.370821,9.752328,3.581717,groupB
8.704947,4.216531,2.9632,groupB
2.424145,1.764081,5.417378,groupA
0.965196,0.11519,4.564616,groupA
1.371788,2.816156,2.757302,groupA
9.336482,3.794572,9.386233,groupB
5.822284,7.185694,6.743483,groupB
2.017629,6.156256,8.137609,groupB
7.867003,0.909099,1.055618,groupA
5.288912,1.736651,9.986348,groupA
3.387479,1.575633,6.463965,groupA
5.671451,5.305833,8.271081,groupB
6.165394,0.302342,6.688943,groupA
4.019488,1.330054,9.463255,groupA
4.599765,6.9154,3.40405,groupB
0.141887,0.163454,6.891293,groupA
7.705274,7.258281,2.673431,groupB
9.215758,0.808993,9.963642,groupB
9.896272,3.450235,2.783043,groupB
4.899609,4.962172,7.263757,groupA
7.251848,2.602034,3.26416,groupB
9.897893,7.174386,2.704109,groupA
9.373482,6.777485,1.205584,groupB
3.999244,8.879425,4.803913,groupB
1.852742,7.385703,1.044509,groupB
2.427196,9.67131,9.449425,groupB
4.969632,2.952259,8.623217,groupA
5.90051,9.377916,2.585037,groupA
6.94474,2.41518,1.114919,groupB
5.35351,8.611959,6.977766,groupB
7.969183,5.338309,7.300281,groupB
1.602069,1.128592,2.810301,groupA
0.358288,6.304748,0.293439,groupB
2.033814,9.113702,2.452429,groupB
7.331289,0.862226,1.512968,groupA
7.018792,0.825668,5.269221,groupA
7.072128,8.551248,6.90343,groupB
6.746737,1.139923,2.91691,groupA
2.124703,8.347333,5.609624,groupB
6.027415,5.434053,2.855606,groupB
0.500742,3.465028,2.311011,groupB
9.474309,2.425338,4.079908,groupB
5.059161,2.407573,0.377036,groupA
4.016684,2.098839,1.149068,groupA
0.018198,0.090868,9.208506,groupA
0.953138,9.095476,1.27002,groupB
2.888429,8.76207,1.448034,groupB
1.358067,8.549705,6.638332,groupB
3.093349,2.274056,5.136233,groupA
9.311125,6.429106,3.496705,groupA
2.316986,0.172774,9.150788,groupA
4.432597,7.774085,5.893949,groupB
3.686451,1.3938,7.903412,groupA
9.370417,4.858107,2.503412,groupB
8.308648,1.989111,6.983706,groupB
2.897865,4.904288,4.601309,groupB
4.883668,3.961201,3.513045,groupB
5.248911,1.266232,5.558066,groupB
1.552952,6.577202,8.389813,groupB
4.164871,5.526753,1.281489,groupB
2.664369,4.068673,6.6128,groupB
1.436237,4.469507,9.481786,groupB
6.81924,1.882914,6.132517,groupB
4.704182,6.306396,0.415634,groupA
2.34158,0.73234,9.17513,groupA
0.229699,4.688618,5.523868,groupA
7.388169,9.787592,0.116154,groupB
7.160506,2.224345,4.925304,groupB
8.816811,6.482772,9.439817,groupA
7.933688,7.328302,9.57341,groupB
8.408817,9.616305,2.568775,groupB
8.388703,1.620848,9.142119,groupB
4.169065,2.470288,0.609491,groupA
5.163849,0.649861,9.748235,groupB
4.443226,4.598015,1.074192,groupB
6.715653,5.353147,2.839613,groupB
0.170115,8.040599,6.445522,groupA
0.035024,8.368748,6.481161,groupA
1.529532,8.79641,1.811987,groupB
3.983288,9.925647,1.131681,groupB
1.59397,7.730202,8.934238,groupB
6.998353,1.956609,7.162348,groupA
9.563927,7.163775,6.688378,groupB
5.459083,4.600678,7.317246,groupB
7.271203,4.29778,5.341226,groupB
9.145614,2.821939,4.493185,groupB
6.758456,6.147005,7.811695,groupB
6.450946,7.895042,8.540612,groupA
6.92595,3.460811,8.098282,groupB
1.404173,2.65011,1.7296,groupA
9.307747,9.516653,2.321608,groupB
0.591832,1.121768,1.630734,groupA
1.215682,0.002309,9.520414,groupA
5.158894,6.285064,8.677069,groupB
8.468523,7.713032,6.102834,groupB
0.142653,2.828107,7.08858,groupA
1.956329,8.751454,3.870407,groupB
8.38187,7.63352,4.851052,groupB
6.140389,6.517456,9.927218,groupB
1.395638,3.158581,8.036912,groupA
7.236276,0.367987,4.910407,groupA
6.719422,6.388686,3.808948,groupB
3.197723,5.865287,9.441949,groupB
8.158919,6.853497,2.376693,groupB
8.574609,5.961563,7.032449,groupB
0.539857,4.843744,8.935485,groupA
1.567243,4.317808,6.869177,groupA
7.399774,6.265039,6.473614,groupB
2.127618,6.285332,0.164948,groupB
6.514973,6.853983,2.534075,groupB
8.024313,2.393085,7.860002,groupB
4.170736,5.389937,7.709903,groupB
4.452896,7.833356,1.826095,groupB
3.692191,8.987264,9.02218,groupB
1.387425,5.506691,9.554231,groupB
7.910302,4.403624,8.182811,groupB
2.855753,6.763102,6.447402,groupB
7.479935,0.171322,9.397951,groupA
4.062529,7.669915,3.280389,groupA
0.787746,3.928289,8.932463,groupA
6.815507,1.620144,1.025048,groupB
7.75289,5.517648,8.45586,groupB
7.40848,1.908192,7.576369,groupB
6.857754,4.637673,1.277676,groupA
7.460431,1.668973,4.470284,groupB
2.091103,1.508509,1.967202,groupA
9.187337,5.26193,9.25118,groupB
1.032147,1.624887,1.287143,groupB
7.164547,0.881813,4.014103,groupB
2.671337,9.128101,7.162092,groupB
1.297697,1.475499,4.318133,groupA
1.108683,3.034792,3.991814,groupB
7.805557,9.800815,7.56034,groupB
6.673278,3.771518,3.276937,groupB
0.278477,5.421323,8.92848,groupB
7.885088,8.057148,3.748311,groupB
9.373269,2.405665,3.953929,groupA
9.358438,2.565643,7.057738,groupB
9.771413,0.892134,7.384921,groupB
5.513481,2.727166,6.007082,groupB
6.867916,1.470376,0.309422,groupB
5.805941,1.992417,1.296446,groupB
8.643146,9.666447,9.223208,groupB
1.217974,0.791307,7.655988,groupA
2.787527,9.704948,4.495106,groupB
9.19573,9.044196,8.554908,groupA
6.036526,0.344996,6.86761,groupB
4.027314,6.84205,8.852113,groupB
1.076574,1.119101,2.849911,groupA
8.533544,4.408714,0.997631,groupB
2.833335,2.097789,5.986477,groupA
1.704342,6.148439,8.792409,groupA
0.891658,5.729055,5.577267,groupA
7.799764,4.94207,4.978157,groupB
0.298875,1.474735,1.235401,groupA
3.242999,9.22086,2.896887,groupB
0.725093,4.011179,0.959473,groupA
8.130862,7.72525,2.940666,groupB
0.817946,1.233661,4.259137,groupA
7.528642,3.728769,5.294581,groupB
4.698658,5.788497,1.608914,groupB
9.231628,8.815025,8.013543,groupA
2.241004,3.73756,9.655009,groupA
2.614053,4.487822,0.939369,groupA
8.676003,1.761825,2.053422,groupB
0.6611,5.114266,9.058956,groupA
8.401499,8.971761,8.948971,groupB
1.866471,6.865597,7.985792,groupB
8.315494,7.254406,3.77079,groupA
5.796584,8.039319,7.044435,groupA
0.64722,8.32853,5.713884,groupB
4.523149,6.109252,6.78846,groupB
9.461696,4.35918,6.664001,groupB
4.488345,7.511174,1.530541,groupB
2.900329,0.792495,4.824366,groupA
7.206518,6.228989,4.835968,groupB
2.112957,5.336465,1.32041,groupB
5.971334,5.619823,8.402852,groupB
9.816779,2.419969,0.894352,groupB
7.165641,6.602065,1.593197,groupB
7.458215,1.426094,4.234401,groupB
3.267231,1.703064,4.265658,groupA
0.393861,3.517254,0.426235,groupA
6.617667,2.285714,7.325224,groupB
6.595446,4.174795,4.597661,groupB
8.826557,6.856501,7.176378,groupB
9.056363,9.759584,6.702165,groupB
3.969767,8.005258,0.951342,groupB
4.068141,2.743481,0.971355,groupA
8.731544,2.583898,8.620287,groupB
1.362646,3.819554,8.400308,groupA
2.035422,4.245743,3.486926,groupA
7.419588,9.600478,4.941104,groupB
7.579883,8.658271,4.259578,groupB
0.380967,6.651444,2.097108,groupA
4.964609,3.12063,2.051207,groupB
9.79607,7.519787,6.103655,groupB
6.839804,1.764803,5.46303,groupB
3.206534,2.259268,4.839821,groupA
5.550013,8.486947,0.34602,groupB
9.051642,4.226028,3.921929,groupB
7.619594,3.326435,4.825137,groupB
0.577663,5.008963,7.80495,groupA
8.133834,8.859101,2.25876,groupB
7.734926,3.541521,1.184955,groupB
1.509712,0.479845,4.677812,groupA
9.005441,3.869902,2.504026,groupB
1.524248,8.248454,7.345335,groupB
1.282109,7.02127,6.187219,groupB
5.481892,3.600596,1.313786,groupB
6.99961,6.522537,1.209161,groupB
2.357697,2.296599,8.657773,groupA
0.303626,1.177706,5.057751,groupA
4.284636,1.417093,0.57742,groupA
9.941866,7.276157,7.240829,groupA
5.152365,8.619464,2.167033,groupB
9.232028,8.211724,6.776502,groupB
4.844665,6.668164,4.403398,groupB
1.858078,4.025529,4.827462,groupA
8.047731,7.748507,2.083952,groupB
1.086381,3.236448,4.761437,groupA
5.824192,1.731751,7.533002,groupA
4.048404,9.953767,3.592251,groupB
6.791885,6.52415,1.108315,groupB
3.588926,6.205733,5.035283,groupB
3.618254,1.68428,9.21648,groupA
7.368135,7.870799,7.872415,groupB
7.018007,9.314283,9.164721,groupB
8.321173,9.88478,0.02083,groupB
6.097261,8.062596,4.392219,groupB
6.375182,7.565894,4.399303,groupB
1.0586,4.514581,7.859971,groupA
3.601409,6.313203,3.196573,groupB
2.668806,8.132154,1.261591,groupB
3.879033,6.54597,4.0769,groupB
9.513817,7.923928,1.78451,groupB
5.969724,8.243264,5.992626,groupA
4.579632,3.874886,8.963822,groupB
5.29126,0.320094,0.248256,groupA
5.270611,9.732466,7.16328,groupB
0.839915,1.262991,8.336125,groupA
1.602374,1.074561,7.278077,groupA
5.08324,1.859177,9.834465,groupA
3.633045,4.935562,5.24112,groupB
2.373538,8.854766,5.675704,groupB
9.619783,9.892386,4.989001,groupB
6.440688,8.987161,7.813176,groupB
3.360458,5.386804,3.385251,groupB
6.897131,0.957589,1.729434,groupA
0.368004,4.005393,0.264806,groupA
8.548431,9.818029,4.761183,groupB
0.627495,5.788432,4.141923,groupA
5.260349,6.002191,9.807251,groupB
7.435139,9.758093,3.59993,groupB
9.868052,7.607907,1.549986,groupB
8.845162,1.518392,8.554129,groupB
3.055135,3.522905,9.648243,groupA
7.205624,0.605917,5.522442,groupA
6.15465,8.803051,2.029778,groupB
8.760858,7.108272,8.809375,groupB
5.312595,5.812873,8.170182,groupB
5.937489,5.377704,9.283523,groupB
7.009984,8.986207,0.785209,groupB
3.852133,4.68345,9.836561,groupB
4.487307,1.517588,4.331629,groupA
3.669642,3.243557,5.525111,groupA
7.544263,6.80286,8.258432,groupB
8.526968,8.991995,4.623509,groupB
8.644286,5.237671,2.028351,groupA
6.760036,9.651815,6.823472,groupB
2.61824,2.826402,4.01792,groupA
0.544653,2.487445,2.814738,groupA
5.79157,6.160471,3.251466,groupB
6.101709,8.521722,5.861149,groupA
0.405177,9.331888,2.355828,groupB
3.096457,0.966305,2.324792,groupA
1.354909,6.330764,2.884545,groupA
0.469933,8.492307,0.586246,groupB
2.236611,4.820413,4.216367,groupA
6.573821,8.636546,4.236334,groupB
8.567563,8.616362,8.864357,groupB
0.006214,8.597447,2.343941,groupB
4.308231,9.192439,9.530608,groupB
9.861862,5.319844,8.833919,groupB
6.838773,3.781469,7.922308,groupB
4.998932,9.145308,0.846766,groupA
8.598054,8.124708,3.04106,groupB
7.404547,7.347953,6.161952,groupB
5.353842,0.749537,9.801852,groupA
9.299636,1.329249,0.692685,groupB
9.907522,8.471405,0.667601,groupB
1.890692,5.15113,5.615822,groupA
8.725468,9.362357,7.346113,groupB
5.811156,7.907596,3.617098,groupA
0.240077,6.48949,8.264054,groupA
5.521408,2.571672,2.624303,groupB
7.53221,8.310947,7.898097,groupA
6.359964,2.600868,4.919271,groupB
2.587839,2.077982,8.454756,groupA
1.972916,6.554564,5.023404,groupB
9.211876,4.858284,3.375444,groupB
8.250773,7.325233,0.646547,groupB
2.755557,0.812272,7.179529,groupB
9.615852,7.525146,0.040256,groupB
7.784838,7.269277,3.588757,groupA
1.194965,0.387227,8.731251,groupA
9.106263,0.732222,0.013935,groupB
6.763794,4.884402,4.40215,groupB
4.118428,5.12887,4.876857,groupB
7.873743,0.902711,4.90413,groupB
7.402802,8.085268,9.51366,groupA
5.889473,3.528465,3.681345,groupB
0.355796,8.927645,5.037366,groupB
8.878171,2.287152,5.872237,groupB
7.425381,9.605305,1.345286,groupA
4.274912,3.991644,3.020039,groupB
2.262093,5.232341,5.534113,groupA
3.366573,2.227798,3.934475,groupA
3.292825,3.590773,6.242174,groupA
8.578741,4.051731,4.51033,groupB
4.722173,1.586863,3.855017,groupA
3.669033,6.343126,0.369881,groupB
3.773455,6.790906,1.639109,groupB
4.655747,4.721369,8.107838,groupB
7.68581,0.00155,7.059967,groupA
8.891401,5.231775,8.995786,groupB
8.053408,3.770992,5.81185,groupB
7.714818,0.247444,3.630779,groupA
0.320969,5.822833,2.476549,groupA
5.938742,9.001501,6.14791,groupA
6.99227,3.453049,5.44074,groupB
1.83504,4.788154,3.453072,groupA
8.918883,1.113364,2.244243,groupA
8.370511,3.056655,1.843574,groupB
7.738712,8.458538,6.537649,groupB
8.977771,8.039647,5.473655,groupB
1.706436,6.939773,5.141177,groupB
4.165847,4.037357,7.382539,groupB
8.44629,4.849373,7.773134,groupB
2.155695,6.414741,7.086692,groupB
9.76509,5.530515,5.611332,groupB
3.334742,4.690483,3.416446,groupB
9.809805,7.101077,3.410028,groupB
3.287683,4.077862,5.659328,groupB
4.928598,1.842629,5.997764,groupA
8.845813,2.176346,6.344893,groupB
6.167131,8.46973,1.628462,groupB
5.638893,0.824242,3.634612,groupA
1.12505,0.220396,2.126241,groupA
8.509072,1.158724,9.510311,groupB
3.255618,4.248374,9.197378,groupA
2.495907,8.537685,5.225362,groupB
7.027163,8.441163,4.114706,groupB
8.176312,2.991588,4.269898,groupB
4.495246,2.258563,8.734173,groupA
5.95256,9.818728,1.877057,groupB
3.056623,1.268158,6.741874,groupA
5.294965,6.624218,7.794954,groupB
7.355506,4.892254,3.566431,groupB
2.197861,6.861264,9.599917,groupB
1.326075,3.754836,6.121662,groupA
6.83504,8.436905,3.028451,groupB
5.256122,2.305531,3.18063,groupB
6.536261,4.257126,8.966816,groupB
0.661935,0.901893,9.621221,groupA
2.732941,4.250148,8.231988,groupA
5.2037,0.259757,9.968874,groupA
3.284516,0.079655,8.327528,groupA
1.69246,2.131759,2.84513,groupA
9.05951,1.098338,1.053478,groupB
3.471172,5.492339,3.366538,groupB
2.649073,7.262925,9.603208,groupB
6.461825,3.535535,3.596644,groupB
8.390116,2.119881,5.095799,groupB
9.922598,9.35704,8.255269,groupB
0.382882,4.345443,0.118499,groupA
9.089744,7.426628,6.622131,groupB
5.568276,9.904133,6.081838,groupA
9.75389,8.374789,0.775073,groupB
2.358929,6.447291,1.241793,groupB
5.678331,1.710529,1.844477,groupA
7.916308,0.884549,3.379139,groupB
0.485975,0.946326,1.377818,groupA
7.80654,4.727796,7.295083,groupB
3.608224,2.601682,0.986035,groupA
0.63069,1.629073,9.822846,groupA
2.879738,9.05754,4.337692,groupB
3.681378,4.325731,5.14054,groupB
9.293063,4.780198,4.85666,groupB
1.748628,2.123628,5.382649,groupA
0.254828,4.710487,7.131356,groupA
2.045459,6.183471,4.147095,groupB
4.6974,7.021388,4.115824,groupB
0.797306,8.062236,5.650529,groupB
9.54362,3.985106,6.574321,groupB
0.202657,9.436561,7.701375,groupB
2.884082,7.331145,6.582152,groupB
0.618302,4.655788,4.74262,groupA
4.697737,9.119607,0.65736,groupB
4.170017,5.916114,5.08653,groupB
1.552893,5.705668,1.824857,groupA
0.445679,6.177953,9.840544,groupA
4.031687,6.426135,2.317697,groupA
3.586436,2.436993,7.16174,groupA
7.066191,0.673879,0.089385,groupA
8.124807,5.226693,5.04392,groupB
5.324217,6.961119,0.398684,groupA
5.807392,6.072514,0.805244,groupB
4.526777,5.98816,4.937454,groupB
1.376347,2.057962,9.734025,groupB
8.434609,7.969018,2.636312,groupA
8.365534,1.657732,7.223985,groupB
7.869282,9.260295,3.267021,groupB
8.691213,0.127405,8.495076,groupB
4.603736,7.629911,9.34306,groupB
8.56915,3.898331,3.89167,groupB
7.033673,5.395106,9.661414,groupB
4.211385,8.658445,8.509448,groupB
4.117341,8.5754,5.564546,groupB
2.359376,1.239562,1.681131,groupA
2.586658,4.598491,4.93381,groupA
2.700972,5.361496,6.910066,groupA
1.574659,8.097022,4.731354,groupB
8.967095,8.087092,9.552039,groupB
5.715989,0.117134,8.011796,groupA
8.302982,2.798831,5.979936,groupB
7.435801,4.654175,1.430205,groupB
4.934887,2.05547,2.505747,groupA
8.510033,2.135808,1.269351,groupB
7.540213,4.98093,2.446484,groupB
9.966556,1.985346,2.931923,groupB
8.95011,5.105138,2.208493,groupB
4.610164,6.190328,8.476114,groupB
4.252088,7.969977,8.007247,groupB
7.153773,8.222075,3.938821,groupB
5.14301,1.139445,8.21436,groupA
8.540137,1.668874,1.706067,groupB
3.630925,0.150208,9.192287,groupA
9.965935,8.378011,1.895316,groupB
6.227967,7.761489,4.810939,groupB
6.721835,5.434608,4.933324,groupB
8.967229,6.717508,3.735024,groupB
7.66372,3.507954,8.730739,groupB
2.514943,9.298146,9.603063,groupB
8.921677,9.114816,2.338751,groupA
8.339253,5.37526,8.773439,groupB
1.249616,8.869871,1.50396,groupA
8.518751,0.215435,4.701462,groupB
3.771331,5.316609,4.34876,groupB
7.461205,9.451827,9.892713,groupB
0.953112,0.336419,8.871104,groupA
4.991688,8.974247,6.170647,groupB
0.298605,6.940708,3.511505,groupA
7.879443,3.147979,3.672324,groupB
8.591574,2.944811,2.219354,groupB
1.764759,8.976002,7.809552,groupB
1.911922,6.210869,0.964437,groupB
8.288423,5.5695,4.907877,groupB
1.283241,6.292443,1.664561,groupA
1.087422,5.260301,8.703819,groupA
3.920463,2.198681,6.532967,groupA
8.007819,4.009279,0.90189,groupB
2.218259,8.021339,4.704699,groupB
4.20744,8.24625,1.833345,groupB
7.95177,1.027285,6.588919,groupA
0.66822,7.741422,2.488468,groupB
9.760393,2.022117,3.305582,groupA
6.951677,2.229584,1.594752,groupB
0.152818,4.952062,2.449184,groupA
8.412475,5.722998,6.073057,groupB
3.14401,1.456193,7.563749,groupA
5.995148,0.201701,8.876569,groupA
7.026543,0.854426,3.163191,groupA
0.91961,1.131367,4.697938,groupA
1.379638,6.065749,7.181974,groupA
3.497254,4.455429,2.494418,groupA
6.45456,5.903254,3.469551,groupB
3.25324,2.87991,3.723008,groupA
8.962335,7.430463,6.987111,groupB
7.718171,6.466021,8.762791,groupA
8.773172,6.137456,5.038765,groupB
3.850452,6.154255,8.344926,groupA
4.709402,7.347964,8.143298,groupB
4.200259,9.733156,6.875868,groupB
6.682114,0.246983,4.994708,groupB
1.292736,6.815588,4.039558,groupB
8.000465,1.965002,0.935061,groupB
0.923705,6.158402,5.93804,groupB
4.846233,5.966029,4.351494,groupA
1.199126,6.16663,5.745535,groupB
4.160339,4.865552,8.727531,groupB
0.5556,3.598767,0.989822,groupA
2.965381,5.172921,3.236343,groupB
3.483247,5.227792,8.821862,groupB
9.363738,4.32164,1.511363,groupB
9.259171,8.43593,5.499851,groupB
6.096967,8.291688,3.509351,groupB
4.119374,0.202589,1.590099,groupB
6.74496,5.217269,4.208459,groupB
9.48573,9.256172,8.540617,groupB
5.472479,1.02959,0.147335,groupB
3.735388,1.318514,0.66032,groupA
3.202994,2.744015,2.395468,groupA
0.425425,3.440538,7.455175,groupA
2.900965,1.325921,4.134686,groupA
0.029059,5.52657,1.757628,groupB
9.384831,9.410842,1.382934,groupB
5.252381,7.979772,4.193805,groupB
4.140135,0.936843,3.796703,groupA
9.893438,3.662771,8.898607,groupB
9.532324,6.876574,3.600845,groupB
6.592167,4.98398,2.811616,groupB
6.974046,0.98917,1.811237,groupA
5.91114,5.37014,7.469953,groupB
9.160059,0.860924,1.261263,groupB
7.610494,4.951809,0.747344,groupA
9.893825,0.597091,8.427323,groupB
6.678483,0.320692,3.958325,groupA
5.106135,8.272567,3.415098,groupB
4.336029,1.165604,0.545863,groupB
7.556895,1.08775,0.683452,groupB
0.360278,3.753099,9.163952,groupA
7.42116,6.657792,8.25564,groupB
8.07048,3.823983,6.456581,groupA
